customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,payment_method,shipping_type,discount_applied,promo_code_used,previous_purchases,preferred_payment_method,frequency_of_purchases,discount_applied_flag,promo_code_used_flag,is_subscribed,purchase_freq_annual,total_spend_est,avg_order_value,purchase_count,est_annual_spend,value_tier,promo_usage_rate,promo_dependency_score,promo_segment,satisfaction_tier,satisfaction_flag,dissatisfied_high_value,retention_proxy_score,retention_proxy_tier,repeat_buyer,high_frequency_buyer,loyalty_score_1,loyalty_def1,loyalty_score_2,loyalty_def2,loyalty_segment,final_segment,geo_opportunity,opportunity_score,geo_avg_spend,geo_promo_rate,geo_customer_count,geo_hv_share,purchase_history_tier
18,53,Male,Dress,Clothing,38,Mississippi,Xl,Lavender,Winter,4.7,Yes,Debit Card,2-Day Shipping,Yes,Yes,36,Venmo,Quarterly,1,1,1,4,1406,38,37,152,Medium,1.0,85.60000000000001,Promo Dependent,Satisfied,1,0,55.51058823529411,High Retention Signal,1,0,0.4711872563972208,Medium Loyalty,0.2989162479938595,Low Loyalty,Medium Loyalty,Low-Value Low-Engagement,Medium Opportunity,3,61.0375,0.475,80,0.2875,Established (16+)
19,52,Male,Sweater,Clothing,48,Montana,S,Black,Summer,4.6,Yes,Bank Transfer,Free Shipping,Yes,Yes,17,Cash,Weekly,1,1,1,52,864,48,18,2496,Low,1.0,93.2,Bargain Hunter,Satisfied,1,0,63.90857142857143,High Retention Signal,1,1,0.3147136320720459,Low Loyalty,0.48625444839857657,High Loyalty,Low Loyalty,Low-Value Low-Engagement,High Opportunity,5,60.25,0.375,96,0.34375,Established (16+)
20,66,Male,Pants,Clothing,90,Rhode Island,M,Green,Summer,3.3,Yes,Venmo,Standard,Yes,Yes,46,Debit Card,Bi-Weekly,1,1,1,26,4230,90,47,2340,High,1.0,81.60000000000001,Promo Dependent,Neutral,0,0,62.63775910364146,High Retention Signal,1,1,0.5879087805940881,High Loyalty,0.7151877921987301,High Loyalty,High Loyalty,High-Value Promo-Dependent,Medium Opportunity,2,61.44444444444444,0.3968253968253968,63,0.2857142857142857,Established (16+)
21,21,Male,Pants,Clothing,51,Louisiana,M,Black,Winter,2.8,Yes,Credit Card,Express,Yes,Yes,50,Cash,Every 3 Months,1,1,1,4,2601,51,51,204,High,1.0,80.0,Promo Dependent,Dissatisfied,0,1,50.870588235294115,High Retention Signal,1,0,0.4757793594306049,Medium Loyalty,0.4104190653129579,Medium Loyalty,Medium Loyalty,At-Risk Dissatisfied,Medium Opportunity,3,57.714285714285715,0.4166666666666667,84,0.27380952380952384,Established (16+)
22,31,Male,Pants,Clothing,62,North Carolina,M,Charcoal,Winter,4.1,Yes,Credit Card,Store Pickup,Yes,Yes,22,Debit Card,Quarterly,1,1,1,4,1426,62,23,248,Medium,1.0,91.2,Bargain Hunter,Satisfied,1,0,40.15058823529411,Medium Retention Signal,1,0,0.33865921030333834,Low Loyalty,0.3751024876142628,Medium Loyalty,Low Loyalty,Low-Value Low-Engagement,Medium Opportunity,3,60.794871794871796,0.44871794871794873,78,0.358974358974359,Established (16+)
23,56,Male,Pants,Clothing,37,California,M,Peach,Summer,3.2,Yes,Cash,Store Pickup,Yes,Yes,32,Debit Card,Annually,1,1,1,1,1221,37,33,37,Medium,1.0,87.2,Promo Dependent,Neutral,0,0,39.02285714285714,Medium Retention Signal,1,0,0.31572474399012274,Low Loyalty,0.2730538256227758,Low Loyalty,Low Loyalty,Low-Value Low-Engagement,Medium Opportunity,3,59.0,0.42105263157894735,95,0.3368421052631579,Established (16+)
24,31,Male,Pants,Clothing,88,Oklahoma,Xl,White,Winter,4.4,Yes,Credit Card,Express,Yes,Yes,40,Credit Card,Weekly,1,1,1,52,3608,88,41,4576,High,1.0,84.00000000000001,Promo Dependent,Satisfied,1,0,79.65714285714284,High Retention Signal,1,1,0.6022820345219939,High Loyalty,0.7740065243179123,High Loyalty,High Loyalty,High-Value Promo-Dependent,Low Opportunity,0,58.346666666666664,0.48,75,0.28,Established (16+)
25,18,Male,Jacket,Outerwear,22,Florida,M,Green,Fall,2.9,Yes,Cash,Store Pickup,Yes,Yes,16,Debit Card,Weekly,1,1,1,52,374,22,17,1144,Low,1.0,93.60000000000001,Bargain Hunter,Dissatisfied,0,0,49.55428571428571,Medium Retention Signal,1,1,0.1435283123925727,Low Loyalty,0.37594157769869513,Medium Loyalty,Low Loyalty,Low-Value Low-Engagement,Low Opportunity,0,55.85294117647059,0.45588235294117646,68,0.3235294117647059,Established (16+)
26,18,Male,Hoodie,Clothing,25,Texas,M,Silver,Summer,3.6,Yes,Bank Transfer,Express,Yes,Yes,14,Paypal,Annually,1,1,1,1,375,25,15,25,Low,1.0,94.4,Bargain Hunter,Neutral,0,0,28.64571428571429,Low Retention Signal,1,0,0.1873427264144092,Low Loyalty,0.1853758896797153,Low Loyalty,Low Loyalty,Low-Value Low-Engagement,High Opportunity,4,61.1948051948052,0.36363636363636365,77,0.35064935064935066,Developing (6-15)
27,38,Male,Jewelry,Accessories,20,Nevada,M,Red,Spring,3.6,Yes,Cash,Next Day Air,Yes,Yes,13,Credit Card,Annually,1,1,1,1,280,20,14,20,Low,1.0,94.80000000000001,Bargain Hunter,Neutral,0,0,27.891428571428573,Low Retention Signal,1,0,0.1755856392379016,Low Loyalty,0.1641162514827995,Low Loyalty,Low Loyalty,Low-Value Low-Engagement,Medium Opportunity,3,63.37931034482759,0.47126436781609193,87,0.367816091954023,Developing (6-15)
28,56,Male,Shorts,Clothing,56,Kentucky,L,Cyan,Summer,5.0,Yes,Debit Card,Next Day Air,Yes,Yes,7,Bank Transfer,Every 3 Months,1,1,1,4,448,56,8,224,Low,1.0,97.2,Bargain Hunter,Satisfied,1,0,36.0363025210084,Low Retention Signal,1,0,0.26081535817173845,Low Loyalty,0.2983453701765404,Low Loyalty,Low Loyalty,Low-Value Low-Engagement,Medium Opportunity,2,55.721518987341774,0.43037974683544306,79,0.3291139240506329,Developing (6-15)
29,54,Male,Handbag,Accessories,94,North Carolina,M,Gray,Fall,4.4,Yes,Debit Card,Free Shipping,Yes,Yes,41,Paypal,Every 3 Months,1,1,1,4,3948,94,42,376,High,1.0,83.60000000000001,Promo Dependent,Satisfied,1,0,56.88201680672268,High Retention Signal,1,0,0.6285705570484421,High Loyalty,0.6246873037471217,High Loyalty,High Loyalty,High-Value Promo-Dependent,Medium Opportunity,3,60.794871794871796,0.44871794871794873,78,0.358974358974359,Established (16+)
30,31,Male,Dress,Clothing,48,Wyoming,S,Black,Fall,4.1,Yes,Venmo,Store Pickup,Yes,Yes,14,Credit Card,Weekly,1,1,1,52,720,48,15,2496,Low,1.0,94.4,Bargain Hunter,Satisfied,1,0,57.64571428571428,High Retention Signal,1,1,0.24780535986636643,Low Loyalty,0.4777135231316726,High Loyalty,Low Loyalty,Low-Value Low-Engagement,Medium Opportunity,3,60.690140845070424,0.4225352112676056,71,0.39436619718309857,Developing (6-15)
31,57,Male,Jewelry,Accessories,31,North Carolina,L,Black,Winter,4.7,Yes,Bank Transfer,Standard,Yes,Yes,16,Credit Card,Monthly,1,1,1,12,527,31,17,372,Low,1.0,93.60000000000001,Bargain Hunter,Satisfied,1,0,44.346442577030814,Medium Retention Signal,1,1,0.2966030454886581,Low Loyalty,0.25627856569674135,Low Loyalty,Low Loyalty,Low-Value Low-Engagement,Medium Opportunity,3,60.794871794871796,0.44871794871794873,78,0.358974358974359,Established (16+)
32,33,Male,Dress,Clothing,79,West Virginia,L,Brown,Winter,4.7,Yes,Venmo,Store Pickup,Yes,Yes,45,Venmo,Monthly,1,1,1,12,3634,79,46,948,High,1.0,82.0,Promo Dependent,Satisfied,1,0,66.22072829131652,High Retention Signal,1,1,0.6584363909264773,High Loyalty,0.5905608907263973,High Loyalty,High Loyalty,High-Value Promo-Dependent,Medium Opportunity,3,63.876543209876544,0.49382716049382713,81,0.35802469135802467,Established (16+)
33,36,Male,Jacket,Outerwear,67,Kansas,M,Silver,Summer,4.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,37,Venmo,Annually,1,1,1,1,2546,67,38,67,High,1.0,85.2,Promo Dependent,Satisfied,1,0,56.39428571428572,High Retention Signal,1,0,0.560925363739802,High Loyalty,0.4453922004744959,High Loyalty,High Loyalty,High-Value Promo-Dependent,Medium Opportunity,2,54.55555555555556,0.23809523809523808,63,0.2698412698412698,Established (16+)
34,54,Male,Pants,Clothing,38,Colorado,L,Green,Summer,3.3,Yes,Venmo,Store Pickup,Yes,Yes,45,Cash,Quarterly,1,1,1,4,1748,38,46,152,Medium,1.0,82.0,Promo Dependent,Neutral,0,0,51.09915966386554,High Retention Signal,1,0,0.4345739947224441,Medium Loyalty,0.31920094550275624,Medium Loyalty,Medium Loyalty,Low-Value Low-Engagement,Low Opportunity,1,56.29333333333334,0.41333333333333333,75,0.32,Established (16+)
35,36,Male,T-shirt,Clothing,91,North Dakota,L,Violet,Spring,4.6,Yes,Debit Card,2-Day Shipping,Yes,Yes,38,Paypal,Quarterly,1,1,1,4,3549,91,39,364,High,1.0,84.80000000000001,Promo Dependent,Satisfied,1,0,56.21915966386554,High Retention Signal,1,0,0.6025377296826203,High Loyalty,0.5916468233200753,High Loyalty,High Loyalty,High-Value Promo-Dependent,Medium Opportunity,3,62.89156626506024,0.4578313253012048,83,0.3373493975903614,Established (16+)
36,54,Male,Blouse,Clothing,33,Massachusetts,M,Cyan,Summer,4.0,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,48,Credit Card,Bi-Weekly,1,1,1,26,1617,33,49,858,Medium,1.0,80.80000000000001,Promo Dependent,Neutral,1,0,69.74633053221288,High Retention Signal,1,1,0.5011714721475778,Medium Loyalty,0.38208058579303605,Medium Loyalty,Medium Loyalty,Low-Value Low-Engagement,Low Opportunity,1,60.888888888888886,0.4861111111111111,72,0.2361111111111111,Established (16+)
37,35,Male,T-shirt,Clothing,69,Illinois,M,Maroon,Winter,4.6,Yes,Cash,Free Shipping,Yes,Yes,44,Paypal,Fortnightly,1,1,1,26,3105,69,45,1794,High,1.0,82.4,Promo Dependent,Satisfied,1,0,71.52918767507002,High Retention Signal,1,1,0.6129379039872176,High Loyalty,0.5828368135510432,High Loyalty,High Loyalty,High-Value Promo-Dependent,Medium Opportunity,3,61.05434782608695,0.40217391304347827,92,0.32608695652173914,Established (16+)
38,35,Male,Jeans,Clothing,45,Indiana,S,Cyan,Summer,2.8,Yes,Debit Card,Store Pickup,Yes,Yes,10,Paypal,Weekly,1,1,1,52,495,45,11,2340,Low,1.0,96.00000000000001,Bargain Hunter,Dissatisfied,0,0,44.22857142857143,Medium Retention Signal,1,1,0.10597036821846174,Low Loyalty,0.4549933274021353,High Loyalty,Low Loyalty,Low-Value Low-Engagement,Medium Opportunity,3,58.924050632911396,0.569620253164557,79,0.379746835443038,Developing (6-15)
39,29,Male,Dress,Clothing,37,Florida,M,Red,Winter,3.7,Yes,Debit Card,2-Day Shipping,Yes,Yes,44,Venmo,Every 3 Months,1,1,1,4,1665,37,45,148,Medium,1.0,82.4,Promo Dependent,Neutral,0,0,53.54487394957982,High Retention Signal,1,0,0.4555286513181785,Medium Loyalty,0.31115305107808244,Medium Loyalty,Medium Loyalty,Low-Value Low-Engagement,Low Opportunity,0,55.85294117647059,0.45588235294117646,68,0.3235294117647059,Established (16+)
40,70,Male,Pants,Clothing,60,Arizona,S,Turquoise,Summer,4.2,Yes,Bank Transfer,Express,Yes,Yes,18,Credit Card,Monthly,1,1,1,12,1140,60,19,720,Medium,1.0,92.80000000000001,Bargain Hunter,Satisfied,1,0,41.85501400560224,Medium Retention Signal,1,1,0.30520618781320363,Low Loyalty,0.38326181006210314,Medium Loyalty,Low Loyalty,Low-Value Low-Engagement,Medium Opportunity,3,66.55384615384615,0.3384615384615385,65,0.47692307692307695,Established (16+)
41,69,Male,Handbag,Accessories,76,Louisiana,L,Beige,Winter,4.6,Yes,Paypal,Next Day Air,Yes,Yes,31,Debit Card,Quarterly,1,1,1,4,2432,76,32,304,High,1.0,87.60000000000001,Promo Dependent,Satisfied,1,0,50.93915966386554,High Retention Signal,1,0,0.4934291040259519,Medium Loyalty,0.4785203405205498,High Loyalty,Medium Loyalty,High-Value Promo-Dependent,Medium Opportunity,3,57.714285714285715,0.4166666666666667,84,0.27380952380952384,Established (16+)
42,67,Male,Scarf,Accessories,39,Alaska,M,Orange,Spring,4.5,Yes,Cash,Standard,Yes,Yes,40,Venmo,Annually,1,1,1,1,1599,39,41,39,Medium,1.0,84.00000000000001,Promo Dependent,Satisfied,1,0,55.45714285714286,High Retention Signal,1,0,0.49112426465248016,Medium Loyalty,0.3017237544483986,Medium Loyalty,Medium Loyalty,Low-Value Low-Engagement,High Opportunity,4,67.59722222222223,0.4027777777777778,72,0.4305555555555556,Established (16+)
43,20,Male,Coat,Outerwear,100,Tennessee,M,Beige,Spring,4.1,Yes,Bank Transfer,Free Shipping,Yes,Yes,15,Paypal,Annually,1,1,1,1,1600,100,16,100,Medium,1.0,94.0,Bargain Hunter,Satisfied,1,0,33.4,Low Retention Signal,1,0,0.3061223521437044,Low Loyalty,0.4924080664294187,High Loyalty,Low Loyalty,Low-Value Low-Engagement,High Opportunity,4,61.97402597402598,0.36363636363636365,77,0.37662337662337664,Developing (6-15)
44,25,Male,Scarf,Accessories,69,Ohio,L,Lavender,Fall,3.7,Yes,Paypal,Store Pickup,Yes,Yes,19,Paypal,Fortnightly,1,1,1,26,1380,69,20,1794,Medium,1.0,92.4,Bargain Hunter,Neutral,0,0,45.47204481792718,Medium Retention Signal,1,1,0.2855635122376353,Low Loyalty,0.48052364629125677,High Loyalty,Low Loyalty,Low-Value Low-Engagement,Medium Opportunity,2,60.37662337662338,0.44155844155844154,77,0.3246753246753247,Established (16+)
45,39,Male,Hat,Accessories,53,Kentucky,S,Silver,Summer,4.6,Yes,Bank Transfer,Free Shipping,Yes,Yes,45,Paypal,Weekly,1,1,1,52,2438,53,46,2756,High,1.0,82.0,Promo Dependent,Satisfied,1,0,85.02857142857142,High Retention Signal,1,1,0.5794992616263587,High Loyalty,0.5952365065243179,High Loyalty,High Loyalty,High-Value Promo-Dependent,Medium Opportunity,2,55.721518987341774,0.43037974683544306,79,0.3291139240506329,Established (16+)
46,50,Male,Socks,Clothing,21,Tennessee,Xl,Indigo,Fall,2.9,Yes,Venmo,2-Day Shipping,Yes,Yes,25,Paypal,Annually,1,1,1,1,546,21,26,21,Low,1.0,90.0,Bargain Hunter,Dissatisfied,0,0,31.342857142857138,Low Retention Signal,1,0,0.20883201394436773,Low Loyalty,0.1830182384341637,Low Loyalty,Low Loyalty,Low-Value Low-Engagement,High Opportunity,4,61.97402597402598,0.36363636363636365,77,0.37662337662337664,Established (16+)
47,57,Male,Shirt,Clothing,43,California,L,White,Summer,2.9,Yes,Venmo,Store Pickup,Yes,Yes,45,Cash,Quarterly,1,1,1,4,1978,43,46,172,High,1.0,82.0,Promo Dependent,Dissatisfied,0,1,47.89915966386554,Medium Retention Signal,1,0,0.4162157503570823,Medium Loyalty,0.34846770113739445,Medium Loyalty,Medium Loyalty,At-Risk Dissatisfied,Medium Opportunity,3,59.0,0.42105263157894735,95,0.3368421052631579,Established (16+)
48,55,Male,Jewelry,Accessories,54,Montana,M,Charcoal,Winter,4.5,Yes,Debit Card,Free Shipping,Yes,Yes,36,Cash,Weekly,1,1,1,52,1998,54,37,2808,High,1.0,85.60000000000001,Promo Dependent,Satisfied,1,0,77.43999999999998,High Retention Signal,1,1,0.4902999491611591,Medium Loyalty,0.5722642348754449,High Loyalty,Medium Loyalty,High-Value Promo-Dependent,High Opportunity,5,60.25,0.375,96,0.34375,Established (16+)
49,42,Male,Shirt,Clothing,55,Nevada,M,Orange,Summer,2.7,Yes,Debit Card,Store Pickup,Yes,Yes,38,Cash,Monthly,1,1,1,12,2145,55,39,660,High,1.0,84.80000000000001,Promo Dependent,Dissatisfied,0,1,44.940728291316525,Medium Retention Signal,1,1,0.3672637083303072,Medium Loyalty,0.42724535098737004,Medium Loyalty,Medium Loyalty,At-Risk Dissatisfied,Medium Opportunity,3,63.37931034482759,0.47126436781609193,87,0.367816091954023,Established (16+)
50,68,Male,Hoodie,Clothing,30,New Jersey,S,Indigo,Spring,4.6,Yes,Bank Transfer,Next Day Air,Yes,Yes,34,Debit Card,Bi-Weekly,1,1,1,26,1050,30,35,780,Medium,1.0,86.4,Promo Dependent,Satisfied,1,0,63.986330532212875,High Retention Signal,1,1,0.42982729319485796,Medium Loyalty,0.3390756925546019,Medium Loyalty,Medium Loyalty,Low-Value Low-Engagement,Medium Opportunity,2,56.74626865671642,0.40298507462686567,67,0.23880597014925373,Established (16+)
51,49,Male,Blouse,Clothing,28,Maryland,M,Red,Spring,3.7,Yes,Cash,Store Pickup,Yes,Yes,39,Debit Card,Bi-Weekly,1,1,1,26,1120,28,40,728,Medium,1.0,84.4,Promo Dependent,Neutral,0,0,60.55775910364145,High Retention Signal,1,1,0.3925913767642288,Medium Loyalty,0.33697753122601354,Medium Loyalty,Medium Loyalty,Low-Value Low-Engagement,Medium Opportunity,2,55.75581395348837,0.4418604651162791,86,0.3023255813953488,Established (16+)
52,59,Male,Skirt,Clothing,59,Vermont,Xl,Gray,Winter,4.7,Yes,Paypal,2-Day Shipping,Yes,Yes,7,Credit Card,Quarterly,1,1,1,4,472,59,8,236,Low,1.0,97.2,Bargain Hunter,Satisfied,1,0,33.63630252100841,Low Retention Signal,1,0,0.23823884571622247,Low Loyalty,0.3091438577210244,Medium Loyalty,Low Loyalty,Low-Value Low-Engagement,Medium Opportunity,2,57.1764705882353,0.38823529411764707,85,0.3058823529411765,Developing (6-15)
53,42,Male,T-shirt,Clothing,20,Alaska,M,Green,Summer,2.6,Yes,Credit Card,Free Shipping,Yes,Yes,26,Credit Card,Weekly,1,1,1,52,540,20,27,1040,Low,1.0,89.60000000000001,Bargain Hunter,Dissatisfied,0,0,54.69714285714284,High Retention Signal,1,1,0.1905985910378386,Low Loyalty,0.3795373665480427,Medium Loyalty,Low Loyalty,Low-Value Low-Engagement,High Opportunity,4,67.59722222222223,0.4027777777777778,72,0.4305555555555556,Established (16+)
54,29,Male,Skirt,Clothing,24,Mississippi,S,Peach,Winter,3.9,Yes,Debit Card,Next Day Air,Yes,Yes,35,Credit Card,Weekly,1,1,1,52,864,24,36,1248,Low,1.0,86.00000000000001,Promo Dependent,Neutral,0,0,71.88571428571427,High Retention Signal,1,1,0.36891771370469895,Medium Loyalty,0.4112544483985765,Medium Loyalty,Medium Loyalty,Low-Value Low-Engagement,Medium Opportunity,3,61.0375,0.475,80,0.2875,Established (16+)
